user_id,entitlement_id,granted_on,source
U0197,E0428,2025-05-12,request
U0197,E0421,2025-04-09,provisioning
U0197,E0133,2025-04-20,provisioning
U0197,E0039,2025-04-26,exception
U0197,E0535,2025-05-31,request
U0198,E0415,2025-04-15,request
U0198,E0508,2025-06-21,request
U0199,E0375,2025-05-05,request
U0199,E0275,2025-04-25,provisioning
U0199,E0289,2025-06-10,request
U0199,E0241,2025-06-09,request
U0199,E0095,2025-06-02,provisioning
U0201,E0365,2025-06-07,request
U0201,E0675,2025-05-24,request
U0201,E0248,2025-07-01,request
U0201,E0694,2025-07-13,request
U0202,E0320,2025-07-27,request
U0202,E0242,2025-05-04,request
U0203,E0694,2025-04-01,request
U0203,E0200,2025-07-04,provisioning
U0203,E0179,2025-06-03,request
U0204,E0639,2025-06-08,request
U0205,E0383,2025-06-06,request
U0205,E0456,2025-06-12,request
U0205,E0363,2025-05-14,request
U0205,E0195,2025-05-31,request
U0205,E0628,2025-05-10,request
U0205,E0687,2025-06-04,provisioning
U0206,E0210,2025-04-10,request
U0206,E0578,2025-04-30,request
U0206,E0566,2025-05-24,provisioning
U0207,E0664,2025-06-08,request
U0207,E0090,2025-06-12,request
U0208,E0214,2025-05-18,request
U0208,E0529,2025-05-23,request
U0208,E0333,2025-06-29,request
U0208,E0014,2025-06-17,provisioning
U0209,E0467,2025-04-13,provisioning
U0209,E0565,2025-04-07,request
U0209,E0239,2025-07-13,provisioning
U0209,E0082,2025-04-29,provisioning
U0209,E0323,2025-07-13,request
U0210,E0621,2025-04-20,exception
U0210,E0438,2025-07-07,provisioning
U0210,E0293,2025-05-25,provisioning
U0210,E0177,2025-04-21,provisioning
U0210,E0482,2025-06-18,request
U0210,E0735,2025-04-17,request
U0210,E0593,2025-06-04,request
U0210,E0436,2025-05-11,exception
U0211,E0642,2025-05-18,request
U0211,E0226,2025-07-12,request
U0211,E0329,2025-07-23,exception
U0211,E0271,2025-05-18,request
U0211,E0485,2025-07-25,request
U0212,E0445,2025-06-18,request
U0212,E0467,2025-07-15,request
U0212,E0168,2025-07-09,request
U0213,E0201,2025-06-16,request
U0213,E0531,2025-07-23,request
U0213,E0500,2025-06-15,request
U0213,E0306,2025-04-22,request
U0213,E0727,2025-04-30,request
U0214,E0173,2025-04-22,provisioning
U0214,E0532,2025-06-14,request
U0215,E0297,2025-06-19,provisioning
U0215,E0293,2025-05-29,request
U0215,E0347,2025-07-28,provisioning
U0215,E0578,2025-05-13,request
U0216,E0382,2025-05-12,request
U0216,E0069,2025-06-24,provisioning
U0216,E0310,2025-05-08,request
U0216,E0280,2025-06-24,request
U0216,E0059,2025-06-23,request
U0217,E0157,2025-04-04,provisioning
U0217,E0546,2025-05-20,request
U0217,E0179,2025-06-22,request
U0218,E0426,2025-05-27,provisioning
U0218,E0690,2025-05-10,request
U0218,E0361,2025-07-19,provisioning
U0219,E0403,2025-05-20,exception
U0219,E0322,2025-04-15,provisioning
U0219,E0587,2025-04-19,request
U0219,E0122,2025-07-19,exception
U0219,E0552,2025-05-31,request
U0219,E0293,2025-05-11,request
U0219,E0035,2025-05-23,exception
U0220,E0580,2025-05-08,request
U0221,E0655,2025-06-13,exception
U0221,E0703,2025-05-18,request
U0221,E0191,2025-06-05,request
U0221,E0704,2025-07-18,provisioning
U0221,E0593,2025-04-20,provisioning
U0221,E0749,2025-07-27,request
U0222,E0346,2025-07-03,request
U0222,E0269,2025-04-19,request
U0222,E0481,2025-06-20,request
U0222,E0380,2025-07-11,provisioning
U0222,E0279,2025-04-28,request
U0222,E0263,2025-04-26,provisioning
U0223,E0277,2025-05-22,provisioning
U0223,E0496,2025-06-12,request
U0223,E0008,2025-05-20,provisioning
U0223,E0061,2025-04-17,provisioning
U0223,E0001,2025-06-07,request
U0224,E0326,2025-04-25,request
U0224,E0295,2025-06-16,request
U0224,E0495,2025-07-02,request
U0225,E0112,2025-05-24,request
U0225,E0396,2025-07-25,request
U0225,E0671,2025-04-06,request
U0225,E0124,2025-07-24,provisioning
U0225,E0184,2025-05-10,provisioning
U0226,E0643,2025-05-08,exception
U0226,E0275,2025-07-19,provisioning
U0226,E0385,2025-07-26,provisioning
U0226,E0534,2025-04-22,exception
U0226,E0200,2025-04-19,provisioning
U0227,E0541,2025-06-30,request
U0227,E0666,2025-04-13,request
U0227,E0047,2025-05-27,request
U0227,E0493,2025-05-18,request
U0227,E0534,2025-05-23,provisioning
U0227,E0587,2025-06-04,exception
U0227,E0278,2025-04-05,request
U0227,E0086,2025-07-17,request
U0228,E0271,2025-04-10,request
U0228,E0080,2025-07-19,request
U0228,E0525,2025-07-19,request
U0228,E0373,2025-05-15,request
U0229,E0071,2025-04-25,request
U0229,E0353,2025-04-18,exception
U0229,E0716,2025-04-20,provisioning
U0229,E0129,2025-07-04,provisioning
U0229,E0728,2025-06-09,request
U0229,E0370,2025-07-20,request
U0230,E0049,2025-05-05,request
U0230,E0354,2025-05-06,request
U0230,E0578,2025-06-03,request
U0230,E0626,2025-05-09,request
U0230,E0061,2025-06-04,provisioning
U0231,E0575,2025-05-09,provisioning
U0231,E0545,2025-05-25,provisioning
U0232,E0030,2025-07-09,request
U0232,E0720,2025-06-04,request
U0232,E0308,2025-05-08,request
U0232,E0605,2025-06-12,request
U0232,E0672,2025-06-09,request
U0232,E0449,2025-05-06,request
U0232,E0419,2025-05-05,request
U0233,E0162,2025-05-08,request
U0233,E0677,2025-06-06,request
U0233,E0291,2025-06-28,request
U0234,E0046,2025-04-04,request
U0234,E0120,2025-07-22,request
U0234,E0687,2025-06-12,provisioning
U0234,E0207,2025-07-17,request
U0234,E0429,2025-04-06,request
U0235,E0084,2025-05-29,request
U0235,E0478,2025-07-06,request
U0235,E0006,2025-05-14,request
U0235,E0176,2025-05-14,provisioning
U0236,E0428,2025-05-15,request
U0236,E0106,2025-07-14,request
U0236,E0654,2025-04-05,request
U0237,E0357,2025-05-20,request
U0238,E0538,2025-04-16,request
U0238,E0509,2025-06-25,exception
U0238,E0616,2025-07-25,request
U0238,E0053,2025-05-29,provisioning
U0239,E0108,2025-06-20,request
U0239,E0674,2025-06-13,request
U0239,E0008,2025-07-05,request
U0239,E0720,2025-06-25,request
U0240,E0466,2025-06-26,request
U0240,E0578,2025-05-24,request
U0240,E0007,2025-06-09,request
U0241,E0048,2025-06-13,exception
U0241,E0692,2025-04-16,provisioning
U0241,E0131,2025-07-18,request
U0242,E0183,2025-04-04,request
U0243,E0295,2025-07-29,request
U0243,E0724,2025-04-30,request
U0243,E0530,2025-07-11,request
U0243,E0399,2025-04-27,request
U0243,E0047,2025-07-21,exception
U0243,E0085,2025-04-13,request
U0244,E0322,2025-04-14,provisioning
U0244,E0720,2025-05-09,request
U0244,E0498,2025-06-23,exception
U0244,E0457,2025-04-29,request
U0245,E0719,2025-04-24,provisioning
U0246,E0251,2025-04-14,request
U0246,E0730,2025-06-13,provisioning
U0246,E0683,2025-07-08,provisioning
U0247,E0519,2025-06-01,request
U0248,E0296,2025-07-24,request
U0248,E0535,2025-04-19,request
U0248,E0563,2025-06-08,request
U0248,E0638,2025-04-05,request
U0248,E0566,2025-06-07,request
U0248,E0269,2025-05-08,request
U0248,E0410,2025-06-24,request
U0248,E0512,2025-04-24,request
U0249,E0588,2025-04-19,request
U0250,E0480,2025-06-01,request
U0250,E0539,2025-06-23,request
U0251,E0278,2025-05-14,exception
U0251,E0459,2025-07-24,request
U0251,E0199,2025-04-22,request
U0252,E0089,2025-05-29,request
U0252,E0541,2025-04-15,request
U0252,E0743,2025-07-18,request
U0253,E0179,2025-04-05,request
U0253,E0076,2025-05-02,request
U0253,E0550,2025-05-26,request
U0253,E0026,2025-04-03,request
U0254,E0356,2025-06-03,provisioning
U0254,E0470,2025-06-10,request
U0254,E0557,2025-06-07,request
U0254,E0240,2025-05-26,request
U0255,E0116,2025-04-26,request
U0255,E0387,2025-04-01,request
U0255,E0451,2025-04-10,request
U0255,E0400,2025-04-05,provisioning
U0255,E0409,2025-06-21,request
U0256,E0435,2025-05-12,request
U0256,E0644,2025-05-03,request
U0256,E0425,2025-06-01,provisioning
U0257,E0592,2025-06-20,request
U0257,E0370,2025-05-08,request
U0258,E0547,2025-07-13,request
U0258,E0700,2025-07-23,provisioning
U0258,E0080,2025-06-24,provisioning
U0258,E0095,2025-04-22,request
U0258,E0323,2025-04-20,provisioning
U0259,E0017,2025-06-23,request
U0259,E0551,2025-04-05,provisioning
U0259,E0506,2025-05-02,request
U0260,E0119,2025-04-22,request
U0260,E0204,2025-05-19,request
U0260,E0044,2025-04-19,request
U0260,E0664,2025-07-07,request
U0260,E0534,2025-05-22,request
U0261,E0503,2025-04-19,request
U0261,E0717,2025-07-22,request
U0261,E0366,2025-07-25,request
U0262,E0504,2025-05-30,request
U0262,E0072,2025-05-11,request
U0262,E0530,2025-05-29,request
U0263,E0188,2025-06-01,request
U0263,E0368,2025-07-20,request
U0263,E0602,2025-04-08,provisioning
U0263,E0302,2025-04-24,request
U0263,E0504,2025-05-10,provisioning
U0264,E0033,2025-04-30,request
U0264,E0045,2025-07-18,request
U0264,E0066,2025-07-16,request
U0264,E0258,2025-06-23,request
U0264,E0403,2025-07-13,request
U0265,E0030,2025-04-06,request
U0265,E0730,2025-05-25,request
U0265,E0347,2025-07-08,request
U0265,E0560,2025-04-06,provisioning
U0266,E0531,2025-06-19,provisioning
U0266,E0739,2025-07-10,provisioning
U0266,E0667,2025-06-24,request
U0266,E0522,2025-04-02,request
U0266,E0710,2025-04-26,request
U0266,E0506,2025-07-01,request
U0267,E0101,2025-06-13,request
U0267,E0411,2025-07-15,request
U0267,E0497,2025-04-01,request
U0267,E0142,2025-07-06,request
U0267,E0372,2025-07-11,provisioning
U0268,E0400,2025-07-06,request
U0268,E0504,2025-07-25,request
U0268,E0483,2025-04-12,request
U0268,E0101,2025-04-24,request
U0268,E0601,2025-06-29,exception
U0269,E0454,2025-06-29,request
U0269,E0583,2025-07-29,provisioning
U0269,E0537,2025-04-07,provisioning
U0269,E0696,2025-06-15,request
U0269,E0386,2025-04-04,provisioning
U0269,E0173,2025-04-03,provisioning
U0270,E0689,2025-05-13,request
U0271,E0359,2025-05-31,request
U0271,E0139,2025-07-27,request
U0271,E0498,2025-05-31,exception
U0271,E0569,2025-06-09,request
U0271,E0391,2025-04-05,provisioning
U0271,E0446,2025-07-07,provisioning
U0271,E0015,2025-05-22,request
U0271,E0203,2025-05-03,exception
U0271,E0288,2025-05-13,provisioning
U0272,E0404,2025-04-23,request
U0273,E0018,2025-05-12,request
U0273,E0139,2025-04-19,request
U0273,E0395,2025-04-28,request
U0273,E0006,2025-04-16,request
U0274,E0648,2025-04-01,request
U0274,E0096,2025-07-18,request
U0274,E0006,2025-05-06,request
U0274,E0349,2025-07-03,request
U0274,E0293,2025-05-11,provisioning
U0274,E0231,2025-06-10,provisioning
U0274,E0285,2025-04-30,request
U0274,E0649,2025-06-25,request
U0275,E0487,2025-05-31,request
U0276,E0498,2025-06-04,provisioning
U0276,E0624,2025-05-18,request
U0276,E0064,2025-05-19,provisioning
U0276,E0408,2025-05-06,request
U0277,E0419,2025-07-08,request
U0277,E0057,2025-06-21,request
U0278,E0465,2025-06-16,provisioning
U0278,E0003,2025-07-20,request
U0279,E0179,2025-06-05,exception
U0279,E0030,2025-06-24,provisioning
U0280,E0416,2025-05-16,request
U0280,E0599,2025-06-26,exception
U0280,E0576,2025-07-22,request
U0280,E0699,2025-05-07,provisioning
U0281,E0006,2025-05-09,request
U0281,E0092,2025-05-21,provisioning
U0281,E0222,2025-07-21,request
U0282,E0353,2025-04-14,request
U0282,E0685,2025-06-15,exception
U0282,E0560,2025-06-26,request
U0282,E0287,2025-06-08,request
U0283,E0649,2025-06-06,request
U0283,E0012,2025-04-30,provisioning
U0283,E0456,2025-06-12,request
U0283,E0500,2025-04-27,provisioning
U0283,E0572,2025-05-31,request
U0284,E0516,2025-07-14,provisioning
U0284,E0626,2025-05-08,request
U0284,E0281,2025-05-22,request
U0284,E0001,2025-05-24,request
U0284,E0463,2025-04-26,request
U0284,E0243,2025-05-29,request
U0284,E0487,2025-06-29,request
U0284,E0180,2025-06-12,request
U0284,E0692,2025-07-27,provisioning
U0285,E0018,2025-05-05,provisioning
U0285,E0503,2025-04-13,provisioning
U0285,E0034,2025-07-08,request
U0285,E0518,2025-06-09,request
U0285,E0019,2025-05-12,request
U0286,E0619,2025-06-22,provisioning
U0286,E0328,2025-07-09,request
U0286,E0277,2025-07-15,provisioning
U0287,E0064,2025-06-19,provisioning
U0287,E0251,2025-05-06,request
U0287,E0346,2025-06-29,request
U0287,E0521,2025-05-13,exception
U0287,E0444,2025-07-04,request
U0287,E0113,2025-07-25,request
U0287,E0667,2025-04-18,provisioning
U0288,E0283,2025-05-29,request
U0288,E0090,2025-07-18,provisioning
U0288,E0735,2025-04-12,request
U0288,E0615,2025-07-20,request
U0289,E0239,2025-07-02,request
U0289,E0216,2025-06-10,provisioning
U0289,E0481,2025-05-30,request
U0290,E0239,2025-05-21,request
U0290,E0538,2025-06-05,provisioning
U0291,E0289,2025-06-04,request
U0291,E0133,2025-05-26,request
U0291,E0579,2025-06-15,request
U0291,E0318,2025-06-19,request
U0291,E0639,2025-06-15,request
U0291,E0211,2025-04-02,request
U0291,E0310,2025-05-28,request
U0292,E0045,2025-07-11,request
U0292,E0494,2025-05-06,request
U0292,E0507,2025-07-06,exception
U0292,E0138,2025-04-22,request
U0292,E0648,2025-06-19,provisioning
U0293,E0624,2025-07-26,request
U0293,E0539,2025-07-05,request
U0293,E0352,2025-05-18,provisioning
U0293,E0166,2025-04-23,request
U0295,E0266,2025-05-20,request
U0295,E0535,2025-04-24,request
U0295,E0182,2025-06-25,request
U0295,E0072,2025-04-16,provisioning
U0295,E0399,2025-04-10,request
U0295,E0302,2025-04-25,provisioning
U0295,E0627,2025-04-03,request
U0296,E0315,2025-05-10,provisioning
U0297,E0677,2025-04-07,provisioning
U0297,E0120,2025-04-25,request
U0298,E0333,2025-07-25,request
U0298,E0559,2025-05-19,provisioning
U0298,E0079,2025-06-25,request
U0298,E0420,2025-06-20,request
U0298,E0651,2025-06-11,exception
U0299,E0253,2025-04-24,request
U0299,E0599,2025-07-28,request
U0299,E0434,2025-06-24,provisioning
U0299,E0683,2025-05-22,request
U0299,E0107,2025-04-24,request
U0299,E0653,2025-04-04,provisioning
